cv_id,skills_text,technical_text,context_text,has_skills,has_technical,has_context
302,"Software Engineer/Developer, Software Development, Project Management, Machine Learning, Computer Vision, OpenCV, Python, C++, Ruby, Learning Algorithm [['Software Development', 'Deployment', 'Face Identification', 'Face Alignment', 'Landmark Detection', 'Image Manipulation']]",EDUCATION: B.Tech in Electronics & Computers from DVR College of Engineering & Technology (2017). Post Graduation in Software Development from CDAC Noida (2019). EXPERIENCE: Software Development and Deployment Engineer at Eximius Design Pvt ltd (Apr 2019 - Till Date).,CAREER OBJECTIVE: I am a software engineer who has worked on several computer vision projects and their end to end deployment. I am looking to join as a Machine Learning developer to closely work on problems and increase my grasp over the domain. RESPONSIBILITIES: Internal Audit Assistance Voucher & Bill Verification Cost Sheet Analysis L/C Voucher Verification Expense Verification Salary & Wages Verification Market Rate Verification,True,True,True
303,"Java, C++, Python, Machine Learning, Algorithms, Natural Language Processing, Deep Learning, Computer Vision, Pattern Recognition, Data Science, Data Analysis, Software Engineer, Data Analyst, C, PySpark, Kubeflow [['YOLO', 'CNN', 'Object-detection', 'OCR']]","EDUCATION: B.Tech in Computer Science from SGBAU University (2017). M.Tech in Computer Science Engineering from Indian Institute of Technology (IIT), Kanpur (2019). EXPERIENCE: Data Scientist at One97 Communications Limited (Jan 2019 - Till Date).",CAREER OBJECTIVE: Data Scientist working on problems related to market research and customer analysis. I want to expand my arsenal of application building and work on different kinds of problems. Looking for a role where I can work with a coordinative team and exchange knowledge during the process. RESPONSIBILITIES: iOS Lifecycle Requirement Analysis Native Frameworks iOS Development API Integration Technical Communication UI Design Performance Optimization Feature Collaboration Bug Fixing Code Translation High-Performance Development Task Management Cross-Team Collaboration Code Quality,True,True,True
304,"Machine Learning, Data Mining, Artificial Intelligence, Natural Language Processing, Predictive Modeling, Financial Analysis, Python, SQL, Pandas, Time Series Analysis [['Data Analysis', 'Predictive Modeling']]","EDUCATION: B.Com in Commerce from NK College of Commerce, Mumbai (2017). MSc in Data Science from AlS School of Data Science Mumbai (2019). EXPERIENCE: Data Analyst at KT banks and holdings (Jun 2018 - till date).","CAREER OBJECTIVE: A Data Science enthusiast with a demonstrated history of working in Banking industry. Currently working on real life Data Science projects with interest in Predictive Analytics, Machine Learning and Deep Learning. RESPONSIBILITIES: Design Creation CAD Drawings Design Optimization Team Collaboration Compliance Assurance Design Reviews Manufacturing Support Documentation",True,True,True
305,"Key decision making, Marketing, Verbal and written communication, Strategic planning, Excellent at Networking, Relationship building and management, Conflict resolution, Goals and performance, New business development, Territory management, Account management and development, Product and service sales, Team leadership [['SWOT analysis', 'Strategic planning', 'Sales', 'Marketing'], ['Leadership', 'Sales', 'Account management'], ['Sales', 'Software', 'Management'], ['Sales', 'Marketing'], ['Sales', 'Account management'], ['Procurement', 'Program management']]","EDUCATION: Certified Professional Coach in Coaching from Institute of Professional Excellence in Coaching (2010). Bachelor of Science in Business Administration, Marketing from UNIVERSITY OF TULSA (1991). EXPERIENCE: Business Development Manager at Company Name (03/2014 - 10/2019). Regional Sales Manager at Company Name (06/2003 - 11/2013). Senior Account Manager at Company Name (01/2002 - 01/2003). Senior Account Manager at Company Name (01/2001 - 01/2002). Senior Account Manager at Company Name (01/1995 - 01/2000). Senior Buyer / Program Manager at Company Name (01/1991 - 01/1995).",CAREER OBJECTIVE: Seasoned business development professional seeking leadership position with increasing responsibility and room to contribute to company success. RESPONSIBILITIES: Hardware & Network Installation Troubleshooting & Diagnostics User Training & Capacity Building Hardware Replacement Fault Repair & System Setup Software License & Account Management Backup Management System Updates & Maintenance Server & Storage Management Documentation & Technical Specifications Data Protection & Disaster Recovery Storage & Database Planning Power & Disk Backup Incident Management & Escalation Service Restoration User Communication & Verification Incident Classification & Resolution Major Incident Escalation Problem & Error Management Task Assignment & Execution,True,True,True
306,"Ability to make decisions and solve problems, Ability to work in a team structure, Attention to detail, Balanced, Computer proficient, Dependable, Determined, Educated, Fast learner, Flexible, Friendly, Hardworking, Honest, Issue resolution, Interpersonal skills, Kind, Outgoing, Quick on my feet & with my hands, Reliable, Strong verbal communication, Time management, Very organized & energetic, art, critical thinking, Electrical Engineering, electrical systems, forklifts, Java, logo, machinery, meetings, windows, window, works, next, pick, processes, protocols, quality, quality assurance, Quick, Fast learner, reading, safety, sales, television, Time management [['Technical drawing', 'Electrical systems', 'Safety protocols', 'Quality assurance', 'Documentation'], ['Communication', 'Organization', 'Customer service'], ['Customer service', 'Time management', 'Organization', 'Communication'], ['Childcare', 'Time management', 'Organization', 'Reliability']]",EDUCATION: High School Diploma from Bellevue College (2014). from Mount Si High School. EXPERIENCE: Engineering assistant at Stanbury Electrical Engineering (06/2012 - 06/2013). Receptionist at Company Name (08/2013 - 11/2013). Receptionist and Barista at BigFoot Java (06/2014 - 10/2014). Nanny at Company Name.,"CAREER OBJECTIVE: My full name is Kailie Marie Mahea'lani Graciidis. I am an ambitious 20 year old and also a part-time student at Bellevue College. I have a desire to work in the ocean one day and to also manage my own online company, but have yet to choose the right major(s) towards those goals. RESPONSIBILITIES: Supervision Monitoring Construction Estimation Planning Material Management Project Coordination Quality Assurance Cost Control Inventory Operations Safety Error Escalation Miscellaneous Tasks",True,True,True
307,"Microsoft Excel, Project and Visio, Adobe, Engineering standards, OSHA regulations, MS Office proficient, Competency in procedure development, Advanced anatomy knowledge, Advanced knowledge of embedded systems, Vast technical knowledge, Windows XP/Vista, DHCP/DNS Ethernet and Firewall proficient, LAN aptitude, Proficient in AVG, Printers, PC Security systems, Knowledge of manufacturing test methodologies., Database servers, Local remoter systems support, Proficiency in TCP/IP protocols, Information security, Document management, Ability to stand and walk for hours at time. [['Biomedical equipment repair', 'Networking systems integration', 'Customer relations', 'Documentation', 'Technical knowledge'], ['Customer service', 'Patient care'], ['Schedule management', 'Database management'], ['Clerical', 'Customer service']]",EXPERIENCE: Biomedical Engineering Technician II at Company Name (June 2008 - Current). Nutrition Clerk at Company Name (January 2006 - July 2008). Manager/Assistant Service Coordinator at Company Name (November 2006 - June 2008). Receptionist at Company Name (June 2006 - November 2006).,RESPONSIBILITIES: Apparel Sourcing Quality Garment Sourcing Reliable Partner Buyer/Vendor Communication,True,True,True
308,"Accounting, c, Civil Engineer, client, documentation, English, fast, front office, Director, meeting facilitation, meetings, Access, Excel, Mail, Microsoft Office, office, Outlook, PowerPoint, Word, multi-line telephone, Enterprise, personnel, pick, proofing, Quality, research, Self Motivated, self-starter, shipping, Spanish, spreadsheets, supervision, phone, typing, website, written communication [['Project Coordination', 'Microsoft Office: Word, Excel, Outlook', 'Microsoft Office: Access, PowerPoint', 'Minor Accounting'], ['Project Coordination', 'Spreadsheet Management', 'Time Management'], ['Communication', 'Office Coordination', 'Typing', 'Research'], ['Organization', 'Documentation', 'International Standards'], ['Office Administration', 'Communication', 'Travel Coordination']]",EDUCATION: Business Certification in International Business from Charter College (1997). International Business from San Antonio College (Present). EXPERIENCE: Engineering Project Manager at Company Name (11/2005 - 07/2008). Assistant Project Coordinator at Company Name (08/2003 - 03/2005). Environmental Secretary at Company Name (08/2001 - 08/2003). Purchasing Clerk at Company Name (02/2001 - 08/2001). Executive Receptionist at Company Name (02/1999 - 09/1999).,"CAREER OBJECTIVE: Seeking long term employment where my experience, expertise, and education can be used to satisfy the needs of the company, as well as provide opportunity for personal development and career advancement. RESPONSIBILITIES: Trade Marketing Executive Brand Visibility, Sales Targets Field Marketing, Campaigns, Product Distribution Brand Head Excel, KPIs Tracking",True,True,True
309,"Python, Machine Learning, Deep Learning, R, Computer Vision, Numpy, Panda, Matplotlib, MySQL, OpenCV, PyTorch [['NLP', 'Data Scrapping', 'Python', 'Beautiful Soup'], ['Image Processing', 'Python', 'Satellite Imagery']]",EDUCATION: B.Tech in Electrical from Punjab University (2019). EXPERIENCE: Intern Trainee at Gruvil Technologies (Apr 2020 - Ongoing). Intern Developer at DRDO (Dec 2018 - Jul 2019).,RESPONSIBILITIES: Apparel Sourcing Quality Garment Sourcing Reliable Partner Buyer/Vendor Communication,True,True,True
310,"Data Analysis, Machine Learning, Regression Analysis, Time Series Analysis, SQL, Base SAS, Python, Natural Language Processing, Text analysis, Numpy, Pandas, Matplotlib, Seaborn, Statistical Analysis, NLTK, BERT, Transformers, Pytesseract, Clustering, KNN, K-Means [['Python', 'Data Analysis']]","EDUCATION: B.Sc(CA) from MIET, Baliya(UP) (2021). EXPERIENCE: Python Developer Intern at Chrysalis (Feb 2019 - Jul 2019).","CAREER OBJECTIVE: Fresher who is well acquainted with some of the Natural Language Processing (NLP) and text analysis. I have worked on a few projects and also on databases to extract data and process them. In search of a role where I can understand about the commercial applications and contribute to them. RESPONSIBILITIES: Full Stack Development Front-end: ReactJS, NextJS Backend: Python, Django API Design Server-Side Logic DRF (Django REST Framework) Database Management (PostgreSQL, MySQL) Version Control (Git) AWS (ECR, RDS, ECS, ALB, EC2, etc.) Linux, Docker, CI/CD, GitLab Terraform, Shell Scripting",True,True,True
311,"MATLAB, Python, Aspen, Minitab, Catalysis, Research Analysis, Data Analytics, Deep Learning, Machine Learning, Process Optimization, Research Scientist, Chemical Engineering, Compound Synthesis [['Machine Learning', 'Clustering', 'Algorithmic Synthesis']]",EDUCATION: B.Tech in Chemical Engineering from KSV University Kochi (2017). M.Tech in Chemical Synthesis from KSV University Kochi (2019). EXPERIENCE: Chemical Synthesis Research Assistant at SK Jadodia Labs (January 2019 - Ongoing).,"CAREER OBJECTIVE: As a research assistant I always try to define new boundaries and work in a meticulous way to figure out solutions. I have used Machine Learning as a base for our product design to synthesis chemical architectures and their reaction, right now I would like to be involved more on the application development side and was looking for an opportunity that did such. RESPONSIBILITIES: Management Trainee Mechanical Systems Maintenance & Troubleshooting Performance Analysis Project Support Process Improvement Training & Development Administrative Support",True,True,True
312,"Software Development, Data Science, Data Analysis, Data Structure, Business Analytics, Artificial Intelligence, Machine Learning, Software Engineering, Java, Powerbi, Tableau, SQL, DBMS, Deep learning","EDUCATION: B.Tech from HEM College, Indore (2020). EXPERIENCE: Intern at Machine Learning and cognitive division at ZoomBot (Nov 2020 - till date).",RESPONSIBILITIES: Application Development Object-Oriented Design Collaboration Problem-Solving Software Lifecycle Innovation Software Testing System Analysis Performance Monitoring Plugin Development Documentation Integration Support,True,True,True
313,"Applied Machine Learning, Deep Learning, Computer Vision, Guided Mechanisms, Search Algorithms, Optimization, Parameter tuning [['Image Classification', 'VGG16']]","EDUCATION: B.Tech in Computer Science & Engineering from Sadar Sai Chand College, Mumbai (2019). EXPERIENCE: Junior Intern at ViZon LTD (Aug 2019 - Sep 2020).",CAREER OBJECTIVE: Deep Learning fresher who is looking to join a company to understand and experience production grade models. I am experienced with latent as well as cloud-based models on Azure and AWS RESPONSIBILITIES: 15+ Years Banking Experience Audit/Inspection/ICC Leadership Internal Audit & Compliance Risk-Based Operational Reviews System-Based Audit Expertise Knowledge of Bangladeshi Laws,True,True,True
314,"C++, Python, C, Software Developer, Prediction Modelling, Machine Learning [['Software Developer', 'Prediction Modelling', 'Machine Learning']]","EDUCATION: B.Tech in Computers from National Institute of Technology (NIT), Hamirpur (2020). EXPERIENCE: Developer Engineer at SRD Institute (Dec 2020 - Ongoing).","CAREER OBJECTIVE: Fresher, working as a Software Developer and interested in Machine Learning Roles. Familiar with how large scale models are built and data processing is done for large amounts of data. Also well acquainted with the norms of Python development. RESPONSIBILITIES: Generative AI Development Evolutionary Computation Deep Learning Optimization Expert Systems Design Knowledge Representation Data Preprocessing Model Training Research & Integration",True,True,True
315,"Data Mining, Deep Learning, Machine Learning, Software Testing, Algorithms, Python, JIRA, NLP, SQL, Unsupervised learning, Clustering, Regression, Model Development, MLOPS [['Machine learning', 'Computer vision']]","EDUCATION: B.Tech in Electronics/Telecommunication from STES College of Engineering, Pune (2019). EXPERIENCE: Junior Machine Learning Engineer at TSC Solutions (Oct 2019 - Ongoing).",CAREER OBJECTIVE: I am currently working as a junior Machine Learning Engineer and I want to learn more about how Machine Learning projects impact real work scenarios. RESPONSIBILITIES: Design Creation CAD Drawings Design Optimization Team Collaboration Compliance Assurance Design Reviews Manufacturing Support Documentation,True,True,True
316,"Account reconciliations, Results-oriented, Financial reporting, Critical thinking, Accounting operations professional, Analysis of financial systems, ERP (Enterprise Resource Planning) software, Excellent facilitator, Accounting, General Accounting, Accounts Payable, Program Management [['General Ledger', 'ERP', 'Accounting Adjustments'], ['Coordinating Budget', 'Financial Advice', 'Defense Travel System'], ['Accounting Oversight', 'Financial Analysis', 'Metrics Program'], ['Report Standardization', 'General Accounting', 'Compliance Review'], ['Branch Management', 'Accounts Payable', 'Vendor Pay System'], ['Vendor Pay', 'Financial Statement Reports', 'Process Improvement'], ['Vendor Pay Workflow', 'Personnel Management', 'Training'], ['DoD Accounting Systems', 'Consolidation Procedures'], ['Financial Reports', 'Data Analysis', 'Audit Compliance']]","EDUCATION: Associate in Accounting from Northern Maine Community College (1994). in Accounting from Husson College. EXPERIENCE: Accountant at Company Name (July 2011 - November 2012). Resource Advisor at Company Name (April 2010 - June 2011). Staff Accountant at Company Name (July 2008 - April 2010). Chief, Reports Branch. Accounts Maintenance and Control at Company Name (January 2007 - July 2009). Chief, Accounts Payable Branch at Company Name (February 2000 - January 2007). Chief, Recon and Reports Branch at Company Name (February 1999 - February 2000). Chief, Accounts Payable Branch at Company Name (June 1995 - February 1999). Accountant, Network Assistant Team at Company Name (June 1994 - June 1995). Supervisor, Accounts Control Branch at Company Name (June 1993 - June 1994).","CAREER OBJECTIVE: Financial Accountant specializing in financial planning, reporting and analysis within the Department of Defense. RESPONSIBILITIES: Digital Marketing Strategy Brand Awareness, Online Traffic Social Media Management Google Analytics Cross-functional Teams Campaign Execution, SEO",True,True,True
317,"Business Analyst, Data Analysis, Machine Learning, Python, C++, DotNet, Java, PyTorch [['Data Analysis', 'Machine Learning']]","EDUCATION: B.Tech (Civil) in Civil from Institute of Technology, Banaras Hindu University (2019). EXPERIENCE: Financial Business Analyst Intern at CITI (March 2019 - June 2020).",CAREER OBJECTIVE: I am a fresher business analyst with a knack for building applications that use machine learning and deep learning. RESPONSIBILITIES: Design Creation CAD Drawings Design Optimization Team Collaboration Compliance Assurance Design Reviews Manufacturing Support Documentation,True,True,True
318,"Data Analytics, Artificial Intelligence, Data Visualization, Machine Learning, Python, Data Wrangling, Featurization, Heuristics, Data Structures [['Database Management', 'Recommender System', 'Data Cleaning']]","EDUCATION: B.Tech in Electronics and Communication from Punjabi University, Patiala (2019). EXPERIENCE: Intern at JP Informatics (Feb 2020 - Oct 2020).",RESPONSIBILITIES: Technical Support Troubleshooting Collaboration Documentation System Monitoring Software Deployment Training & Mentorship Industry Trends Field Visits,True,True,True
319,"Bilingual Spanish (fluent; speak, read, and write), Microsoft Office including Word, Excel, PowerPoint, Outlook, Publisher, QuickBooks, Tax software, Interpersonal skills, Analytical, Detail-oriented, Thoroughness, Organizational skills, Coordination, Office Equipment such as copiers, calculators, printers, and scanners, Reconciled various general ledger fund accounts, Prepared various specialty reports, Documenting operational procedures, Ascertain accuracy of financial reporting, Recorded monthly transactions, Developed reconciliation format, Assured internal controls",EDUCATION: Masters in Accounting from University of Florida. Bachelor in Business Administration from Florida International University. Associate of Arts in Liberal Arts from Miami Dade College. EXPERIENCE: Accountant at Company Name (Apr 2012 - Current). Senior Accountant at Company Name (Jan 1997 - Jan 2004). Bookkeeper/Accountant at Company Name (Jan 1994 - Current).,"RESPONSIBILITIES: Full Stack Development Front-end: ReactJS, NextJS Backend: Python, Django API Design Server-Side Logic DRF (Django REST Framework) Database Management (PostgreSQL, MySQL) Version Control (Git) AWS (ECR, RDS, ECS, ALB, EC2, etc.) Linux, Docker, CI/CD, GitLab Terraform, Shell Scripting",True,True,True
320,"Software Developer, Python, SQL, Machine Learning, Natural Language Processing, Java, SAP, HTML, API Design, Data Analysis, Matplotlib, Seaborn, Tableau ['Data and Machine Learning']","EDUCATION: BCA from STC College, Pondicherry (2019). EXPERIENCE: Junior SDE at HCL (May 2019 - Ongoing).",CAREER OBJECTIVE: Understanding and solving problems has been one my core objectives since I started working. Exploring data and the different interpretation it can have is what amazes me. Currently interested Machine Learning developer and engineer roles. RESPONSIBILITIES: Project Design Data Analysis ACCORD/Alliance Knowledge BNBC Standards Cost Estimation Feasibility Studies Documentation Compliance Site Monitoring Policy Enforcement Legal Compliance Data Management Team Collaboration,True,True,True
321,"Microsoft Excel, Microsoft PowerPoint, Microsoft Access, Microsoft Word, Microsoft Outlook, JD Edwards/AS 400, Microsoft Accounting Office, Image Freeway, QuickBooks, SAP, LX, SAGE, account reconciliations, Accounting, accruals, ad, AS 400, balance sheet, balance sheets, budgets, budget, controller, Corporate Finance, ERP, Finance, financial, financial reports, financial reporting, Financial Statements, fixed assets, forms, general ledger, Image, inventory, JD Edwards, ledger, Director, macros, materials, Microsoft Access, Microsoft Excel, Office, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, month end close, Operations Management, pivot tables, Progress, QuickBooks, reporting, Requirement, research, SAGE FAS, sales, SAP, tax, year-end",EDUCATION: Master of Business Administration in Accounting from Keller Graduate School of Management (2008). Bachelor of Science in Technical Management Accounting from DeVry University (2006). EXPERIENCE: Accountant at Company Name (10/2014 - Current). Senior Staff Accountant at Company Name (01/2013 - 10/2014). Staff Accountant at Company Name (02/2009 - 12/2012). General Ledger Specialist at Company Name (05/2001 - 02/2009).,RESPONSIBILITIES: Apparel Sourcing Quality Garment Sourcing Reliable Partner Buyer/Vendor Communication,True,True,True
322,"Web Development, Neural Networks, Deep Learning, Machine Learning, Python, TensorflowJS, Front End, HTML, CSS, JavaScript, Flutter [['Neural Networks', 'Machine Learning']]",EDUCATION: B.Tech from SGGS College of Engineering and Technology (2020). EXPERIENCE: Intern at ASI Technologies (Dec 2020 - Ongoing).,CAREER OBJECTIVE: I am a fresher who is looking to work as a software developer in Machine Learning Application building and deployment. I am experienced in both machine learning and deep learning and have worked on few collaborative projects on such. RESPONSIBILITIES: Generative AI Development Evolutionary Computation Deep Learning Optimization Expert Systems Design Knowledge Representation Data Preprocessing Model Training Research & Integration,True,True,True
323,"accounting software, AutoCAD, balance, budget, capital expenditures, handling cash, Civil Engineering, interpersonal communications, Consulting, contracts, prepare contract, Client, customer care, DC, Design and Construction, Engineering Design, expense reports, filing, marketing research, Materials, meetings, MS Excel, office, MS PowerPoint, MS Word, MicroStation, peak, Prime, project plans, Express, recording, Specification, Transportation, utilities, written communication [['AutoCAD', 'MicroStation', 'GuideSign', 'VDOT Standard Specification', 'Highway Capacity Manual', 'FHWA Manual on Uniform Traffic Control Devices'], [], ['MS Excel', 'MS PowerPoint', 'MS Word', 'Verbal and Written Communication', 'Customer Care'], ['Complex Design Software', 'CAD', 'SAP']]",EDUCATION: Bachelor of Science in Civil Engineering from George Mason University (2014). EXPERIENCE: Engineering Assistant at Company Name (05/2013 - 05/2014). Medical Receptionist at Company Name (07/2014 - Current). Teller at Company Name (05/2011 - 08/2012). Engineer Technician IV at Company Name (12/2015 - Current).,CAREER OBJECTIVE: Hard working recent graduate intending a part time or full time job to build experience in a Civil Engineering working environment. Bringing Civil Engineering office and field experience in roadway design and traffic engineering. RESPONSIBILITIES: Administrative Support Scheduling Filing & Documentation Communication Team Support Equipment Maintenance Information Provision Inventory Management Team Collaboration OHS Policy Development Safety Advice Risk Assessment Policy Review OHS Training Safety Inspections Unsafe Act Prevention Incident Investigation Report Preparation,True,True,True
324,"Data Programming, Data Analysis, Machine Learning, Data Modelling, Deep Learning, Data Visualization, Text Mining, SAS Base, Python, Excel, Tableau, Insights, Objective Analysis [['Data Management', 'Automation', 'Data Feeding', 'ML Models'], ['Disease Analysis', 'Air Pollution']]",EDUCATION: B.Tech in Electrical from NIST Kottam (2019). EXPERIENCE: DATA PROGRAMMER at Publicis Sapient (JAN 2019 - JAN 2018). ANALYST INTERN at Publicis Sapient (OCT 2018).,RESPONSIBILITIES: Hardware & Network Installation Troubleshooting & Diagnostics User Training & Capacity Building Hardware Replacement Fault Repair & System Setup Software License & Account Management Backup Management System Updates & Maintenance Server & Storage Management Documentation & Technical Specifications Data Protection & Disaster Recovery Storage & Database Planning Power & Disk Backup Incident Management & Escalation Service Restoration User Communication & Verification Incident Classification & Resolution Major Incident Escalation Problem & Error Management Task Assignment & Execution,True,True,True
325,"Accounting, Accounting Software, Accounts Payables, accounts payable, Accounts Receivables, accrual, administrative, administrative support, Trial Balance, balance, Balance Sheet, bank reconciliation, Bank Reconciliation, Bookkeeping, book, c, Driving License, Cash Management, closing, computer peripherals, Credit, Clients, Data Entry, email, English, ERP, Finance, Financials, Financial, Fixed Assets, Funds, General Ledger, Hindi, Insurance, Internet applications, Invoicing, Languages, law, legal, letters, Managing, Excel, MS Office applications, office, Outlook, PowerPoint, Word, MIS, MYOB, negotiating, Payroll, policies, Purchasing, QuickBooks, Sales, sales analysis, Secretarial, Sound, strategy, supervision, typing speed, Xpert [['Accounts Payables', 'Financial Transactions', 'Accounting'], ['Accounts Payables', 'Bank Reconciliation', 'Financial Reports'], ['Invoicing', 'Accounts Receivables', 'Payroll'], ['Bookkeeping', 'Bank Reconciliation', 'Sales']]",EDUCATION: M.Com (Master of Commerce) from University of Kerala. B.Com (Bachelor of Commerce) from Mahatma Gandhi University. EXPERIENCE: Accountant at Company Name (October 2012 - October 2014). Accountant - Payables / Accounting Clerk at Company Name (April 2011 - October 2012). Junior Accountant at Company Name (July 2008 - April 2011). Accountant cum Secretary at Company Name (August 2005 - July 2008).,RESPONSIBILITIES: Apparel Sourcing Quality Garment Sourcing Reliable Partner Buyer/Vendor Communication,True,True,True
326,"C#, ASP.NET, Visual Basic, Ms Visual Studio, Ms Office Suite (Word, Excel, Project, PowerPoint, Access, Outlook, Visio), Simulations using Witness13 and SIMIO, ERP-SAP, SAS-STAT, AutoCAD, budgeting, CNC, Continuous Improvement, data collection, Product Development and Design, documentation, ERP, grinders, Inventory Control, ISO, Languages, lathe, layout, layout design, Logistics, materials, Access, Excel, Outlook, PowerPoint, Word, new product development, payroll, philosophy, process improvement, process design, processes, Project Management, project plans, quality, quality control, research, Safety, SAP, SAS, simulation, Six Sigma, SQL, Statistical Process Control, Supply Chain, Visio [['Visual Basic 6', 'statistical techniques', 'SIMIO'], ['process design', '5S technique', 'cell technology', 'ROI analysis', 'ergonomics', 'Kaizen', '5S', 'value stream mapping'], ['workstation layout', 'ergonomic philosophy', '5S methodologies', 'capital project plans', 'research and development', 'Methods Time Measurement (MTM)', 'DMAIC'], ['root cause analysis', 'CAPA', 'ISO 90001', 'ISO 14001']]",EDUCATION: Master of Science in Industrial and Manufacturing Engineering from University of Texas Arlington (December 2014). Bachelor of Engineering in Materials and Metallurgical Engineering from Federal University of Technology (June 2004). EXPERIENCE: Industrial Engineering Intern at Company Name (08/2014 - 12/2014). Industrial Engineer at Company Name (01/2011 - 01/2013). Industrial Engineer at Company Name (01/2007 - 12/2010). Manufacturing Quality Engineer at Company Name (01/2005 - 12/2006).,RESPONSIBILITIES: Database Design & Development SQL Query Optimization Data Integrity & Security BI Solutions Development ETL Process Implementation Database Maintenance Backup & Restore Management Index Rebuilding & Performance Tuning SQL Server Clustering & High Availability SQL Server Replication High Availability Group Management Database Monitoring & Troubleshooting,True,True,True
327,"biology, budget, charts, Oral, cost analysis, data analysis, documentation, equipment operation, experiments, graphs, laser, materials, Natural Gas, Oil, PQ, process development, process-engineering, process improvement, product development, producing, protocols, quality assurance, Research, staffing, supervisory, technical support, technician, time management, trouble shooting, Validation, waste reduction","EDUCATION: Bachelor of Science in Petrochemical and Natural Gas Engineering from Istanbul Technical University (1999). in Biology and medical science (towards a degree in medicine) from Bosforous University (1994). EXPERIENCE: Process Engineering Technician III at Company Name (January 2007 - Current). Process Engineer and Manufacturing Staff at Company Name - City , State (January 2005 - January 2006). Production lead / Process Operator at Company Name - City , State (January 2001 - January 2005).",RESPONSIBILITIES: Supervision Monitoring Construction Estimation Planning Material Management Project Coordination Quality Assurance Cost Control Inventory Operations Safety Error Escalation Miscellaneous Tasks,True,True,True
328,"Tutoring, Teaching, Mathematics, Algebra, Geometry, English, Content Management, Documentation, Middle School & High School Math, College Math, Presentation, Analysis, Grading and Evaluation, Problem Solving, ESL Students, Technology Integration, Classroom Monitoring, Student Assistance, Account Management, Customer Care and Satisfaction, Data Analysis, Forecasting, Inventory, Quantitative Analysis, Leadership, Operations Management, Procurement, Project Management, Optimization, C, C++, MS Office Suite, Google Docs, SQL [['Tutoring', 'Teaching', 'Mathematics', 'Algebra', 'Geometry', 'Statistics'], ['Tutoring', 'Teaching', 'Mathematics', 'Algebra'], ['Editing', 'Grading', 'Mathematics', 'Statistics'], ['Tutoring', 'Mathematics', 'Statistics', 'Quantitative Analysis', 'Optimization'], ['Data Analysis', 'Statistical Analysis', 'Operational Improvement'], ['Marketing', 'Content Management', 'Quality Testing'], ['Logistics', 'Data Analysis', 'Team Supervision'], ['Operations Management', 'Documentation', 'Warehouse Productivity'], ['Account Management', 'Customer Satisfaction', 'System Training']]","EDUCATION: Master of Business Administration in Decision Sciences from San Francisco State University (2007). Bachelor of Science in Mathematical Engineering from Yildiz Technical University (2004). EXPERIENCE: Volunteer Math Tutor at Company Name (09/2015 - Current). Volunteer Math Tutor at Company Name (04/2015 - 05/2015). Teaching Assistant at Company Name (09/2005 - 05/2007). Mathematics and Statistics Tutor at Company Name (09/2005 - 09/2006). Operational Excellence Lead, Google Express at Company Name (11/2004 - 04/2005). Consultant at Company Name (01/2013 - 02/2014). Operations Manager at Company Name (10/2011 - 01/2013). Senior Analyst at Company Name (10/2010 - 10/2011). Account Manager and Logistics Analyst at Company Name (07/2007 - 10/2010).",RESPONSIBILITIES: Machine Learning Design Data Analysis Model Training AI Integration Innovation Cross-Functional Collaboration Model Deployment Documentation Analytical Skills Communication Team Collaboration,True,True,True
329,"FAS Asset Accounting, Quickbooks, Anytime Scheduler, KRONOS, Munis, MAS90, Excel, Word, Outlook, Internet Explorer, FRX, Netscape Messenger, JD Edwards, Accounting, Accounts payable, Accounts Receivable, accruals, acquisitions, billing, closing, Consulting, contracts, Controller, credit, Customer Support, financials, financial statements, fixed assets, general ledger, Human Resource, insurance, Internet Explorer, JD Edwards, Job costing, KRONOS, Lotus, marketing, MAS90, Excel, Outlook Express, Windows, Word, Netscape, Payroll, personnel, Quickbooks [['organizational skills', 'policy matters', 'payroll process', 'banking information', 'salary changes'], ['transaction verification', 'coding', 'billing', 'administrative', 'collections'], ['financial statements', 'asset reconciliation', 'depreciation'], ['billing', 'reporting'], ['payment processing', 'reconciliation'], ['auditing', 'contract processing', 'vendor invoice auditing']]",EDUCATION: Master in Accounting & Financial Management from Keller Graduate School of Management (2014). Bachelor of Science in Accounting from DeVry University (1993). in Computer programming from Army National Guard. EXPERIENCE: Payroll Accountant at Company Name (07/2006 - 06/2006). Accountant at Company Name (04/2002 - 03/2002). Staff Accountant at Company Name (07/2001 - 06/2001). Staff Accountant at Company Name (01/2000 - 12/1999). Accounts Receivable Administrator at Company Name (01/1999 - 12/1998). Contracts Processor at Company Name (02/1993).,"RESPONSIBILITIES: Full Stack Development Front-end: ReactJS, NextJS Backend: Python, Django API Design Server-Side Logic DRF (Django REST Framework) Database Management (PostgreSQL, MySQL) Version Control (Git) AWS (ECR, RDS, ECS, ALB, EC2, etc.) Linux, Docker, CI/CD, GitLab Terraform, Shell Scripting",True,True,True
