career_objective,skills,educational_institution_name,degree_names,passing_years,major_field_of_studies,professional_company_names,start_dates,end_dates,related_skils_in_job,positions,responsibilities,﻿job_position_name,has_job_data,has_cv_data,data_type,cv_id
To utilize my customer relations and management background to obtain a position with a company that places importance on efficiency and success. Employ natural leadership and interpersonal skills to build relationships throughout the organization.,,['Strayer University'],['Bachelor of Science'],[None],['Accounting'],"['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","['August 2015', 'June 2014', 'July 2015', 'June 2007', 'February 2004', 'June 2012']","['Current', 'August 2015', 'Current', 'February 2011', 'April 2007', 'November 2016']","[None, None, None, None, None, None]","['Accountant', 'Director of Finance & Accounts', 'Training & Operations Consultant', 'Franchisee', 'General Manager', 'Patient Service Representative']","Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting",Database Administrator (DBA),True,True,mixed,243
,"['Machine learning', 'Deep learning', 'Python', 'NLP', 'Computer vision', 'Image processing', 'SQL', 'Data analysis', 'Big Data', 'Spark', 'Apache hive', 'Apache pig', 'Tensorflow', 'Sklearn', 'Data visualization', 'Data science']","['Darjeeling Engineering College', 'Calcutta University']","['B.Tech', 'M.Tech']","['2018', '2020']","[None, 'Big data analytics']",['JumpStart'],['Apr 2020'],['July 2020'],"[['Machine learning', 'Deep learning']]",['Intern Trainee'],"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",Head of Internal Control & Compliance (ICC) - SEVP/DMD,True,True,mixed,244
,"['Business systems analysis', 'Project management', 'Business process improvement', 'Forecasting and planning', 'Requirements gathering', 'Scope and project definition', 'Technology architecture analysis', 'Integrated Reporting Information System (IRIS)', 'Portfolio management', 'Budgeting', 'Cost-benefit analysis', 'Functional requirements', 'Requirement tracing', 'Business Analysis', 'Account management', 'Accounting', 'Big Data', 'Business Administration', 'Business Consulting', 'Business Development', 'Business Solutions', 'Business Systems', 'Customer Relationship Management', 'Client Relations Development', 'Database', 'Direct Marketing', 'Finance', 'Information Technology', 'Law', 'Leadership', 'Director', 'Marketing', 'Market Evaluation', 'Messaging', 'Enterprise', 'Network', 'Organizational', 'Performance Reviews', 'Performance management', 'Policies', 'Processes', 'Proposals', 'Proposal Writing', 'Speaking', 'Professor', 'Quality', 'Recruitment', 'Relationship Building', 'Risk Management', 'Selling', 'Sales', 'Scheme', 'Strategic Plans', 'Supply Chain Management', 'Tables', 'Underwriting']","['UNIVERSITY OF PHOENIX', 'TIFFIN UNIVERSITY', 'MYERS UNIVERSITY']","['Master of Science', 'Master of Science', 'Bachelor of Science']","['2017', '2003', '1997']","['Information Systems-Graduate Business Analytic Certificate', 'Criminal Justice', 'Public Administration']","['Company Name', 'Company Name', 'Company Name', 'Company Name']","['January 2006', 'January 1998', 'January 1996', 'January 1990']","['June 2016', 'January 2005', 'January 1998', 'January 1996']","[['Business systems analysis', 'Project management', 'Business process improvement', 'Requirements gathering', 'Scope and project definition', 'Forecasting and planning', 'Integrated Reporting Information System (IRIS)', 'Portfolio management', 'Budgeting', 'Cost-benefit analysis'], ['Business systems analysis', 'Project management', 'Business process improvement', 'Requirements gathering', 'Scope and project definition', 'Forecasting and planning', 'Integrated Reporting Information System (IRIS)', 'Portfolio management', 'Budgeting', 'Cost-benefit analysis'], ['Business systems analysis', 'Project management', 'Business process improvement', 'Requirements gathering', 'Scope and project definition', 'Forecasting and planning', 'Integrated Reporting Information System (IRIS)', 'Portfolio management', 'Budgeting', 'Cost-benefit analysis'], ['Business systems analysis', 'Project management', 'Business process improvement', 'Requirements gathering', 'Scope and project definition', 'Forecasting and planning', 'Integrated Reporting Information System (IRIS)', 'Portfolio management', 'Budgeting', 'Cost-benefit analysis']]","['Business Development Analyst', 'Business Enterprise Risk Manager', 'Business Client Relationship Manager', 'Project Manager']","Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability",DevOps Engineer,True,True,mixed,245
I am a fresher specializing in data analytics and Machine Learning Application development. I believe that if given the opportunity I can prove my potential as a developer. I can easily communicate and work under someone's supervision who can guide me and help me in this journey of learning and exploring.,"['Python', 'Data Analytics', 'Machine Learning', 'Artificial Intelligence', 'Natural Language Processing', 'Deep Learning', 'Data Analysis', 'Business Analytics', 'SQL', 'Linux', 'Scala']","['AMITY UNIVERSITY, NOIDA']",['B.TECH(COMPUTERS)'],['2021'],['Computers'],"['QUANTIMUM', 'NAZAPP']","['OCT 2020', 'DEC 2019']","['DEC 2020', 'MAY 2020']","[['Data preparation', 'Customer analysis', 'Commercial applications analysis'], ['Object detection', 'OCR', 'NLP']]","['INTERN', 'SOFTWARE DEVELOPER INTERN']","Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration",Project Coordinator (Civil),True,True,mixed,246
"Machine learning Enthusiast. Motivated to learn, grow and excel my experience by challenging myself.","['Machine Learning', 'Text Analytics', 'Software Development', 'Data Analysis', 'Python', 'Java', 'JavaScript', 'Matplotlib']","['Dr. Nidhiram Goyal Engineering College, Murshidabad']",['B.Tech'],['2020'],['CSE'],['RNT Laboratories'],['Apr 2019'],['Jun 2019'],"[['Machine Learning', 'Data Analysis']]",['Intern Trainee'],"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",Senior Software Engineer,True,True,mixed,247
Would like to join any firm as a software developer in machine learning projects.,"['Machine Learning', 'Software Engineering', 'Python', 'Java', 'SAP', 'C programming']",['JNTU'],['B.Tech'],['2019'],['Computer Science'],['Accenture'],['Apr 2019'],['Dec 2020'],[['Software Engineering']],['Software Developer'],"Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability",DevOps Engineer,True,True,mixed,248
My goal is to become associated with a company where I can utilize my skills and gain further experience while enhancing the company's productivity and reputation.,"['Excellent communication techniques', 'Engineering standards expert', 'Complex problem solver', 'Advanced critical thinking', 'Microsoft Excel', 'Project and Visio', 'Engineering operational functions', 'Multidisciplinary exposure', 'Project management', 'Advanced engineering knowledge', 'Troubleshooting specialist', 'Initiative to work independently', 'Strategic thinker', 'Quality inspection professional', 'Strong collaborative skills', 'Document management testing', 'Patient and diligent', 'MS Office proficiency', 'Google Documents', '5S expert', 'Safety member', 'Validation process specialist', 'Calibration', 'Chemical Engineering technician', 'documentation', 'Engineering Management', 'equipment inventory', 'inspection', 'Maintain inventory', 'Materials', 'processes', 'safety', 'SOP', 'staffing', 'Supervision', 'technical support', 'Technician', 'troubleshooting', 'validations']","['Saint Petersburg College', 'Arizona State University', 'Chemical and Textile School Sanski Most']","['ESOL Program', 'Bachelor of Science', 'Associate of Science']","['2010', '2020', '1993']","['ESOL', 'Engineering Management', 'Chemical Technician']","['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","['02/2012', '02/2005', '10/2003', '01/2003', '06/1999']","['Current', '02/2009', '02/2005', '02/2003', '01/2003']","[['statistical analysis', 'project management', 'documentation', 'troubleshooting', 'technical data analysis'], ['coating formulations', 'mixing', 'technical support', 'testing', 'process documentation'], ['daily operations planning', 'coating machine support', 'maintenance', 'troubleshooting', 'process adjustments'], ['handling lenses', 'final inspection', 'quality assurance'], ['machine operation', 'maintenance']]","['Engineering Technician II', 'HMC HC Laboratory Assistant III', 'Hard Coating Technician', 'Surfacing lab technician', 'Monogram Operator']","iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",Senior iOS Engineer,True,True,mixed,249
,"['API', 'Approach', 'ATL', 'Audio', 'backup', 'bridges', 'broadcast', 'C++', 'CLI', 'COM', 'CA', 'Hardware', 'concept', 'Content', 'CSS', 'documentation', 'editing', 'XML', 'FTP', 'drawing', 'GUI', 'hiring', 'HTML5', 'HTTP', 'HR', 'IDs', 'explorer', 'JavaScript', 'json', 'LAN', 'team building', 'MB', 'memory', 'mentoring', 'C#', 'MFC', 'office', 'Windows', 'Window', '2000', 'migration', 'NAS', 'OOP', 'page', 'performance reviews', 'personnel', 'Proxy', 'rendering', 'SAN', 'Scrum', 'servers', 'software development', 'team management', 'threads', 'Video', 'Video Editing', 'Visual C++', 'workflow', 'writer']","['Illinois Institute of Technology', 'National Institute of Technology']","['M.S', 'B.E']","[None, None]","['Computer Science', 'Electronics and Communication Engineering']","['Company Name', 'Company Name', 'Company Name', 'Company Name']","['September 2009', 'November 2005', 'August 1994', 'August 1994']","['Current', 'August 2009', 'October 2005', 'July 1997']","[['management', 'development', 'Scrum', 'C++', 'HTML5', 'JavaScript'], ['development', 'management', 'C++'], ['C++', 'Windows', 'training'], ['C++', 'Windows']]","['Software Engineering Manager', 'Software Engineering Manager', 'Principal Software Engineer', 'Software Engineer']","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",Management Trainee - Mechanical,True,True,mixed,250
,"['Business Strategy', 'Consulting', 'Excel', 'Capital Markets', 'Investment Banking', 'Investment Research', 'Statistics', 'Strategy Consulting', 'VBA', 'Python', 'MATLAB', 'Machine Learning']","['UNIVERSITY OF DELHI, DELHI']",['B.Tech'],['2018'],['Computers'],"['GDMNS', 'EluCIDATA']","['Oct 2019', 'Jan 2018']","['Ongoing', 'Sep 2019']","[None, ['Python', 'R']]","['Strategy Analyst', 'Data Scientist']","Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",Intern (Generative AI Engineering - 2D/3D Image Generation),True,True,mixed,251
,"['Embedded Software Development', 'Embedded Systems', 'Project Management', 'Change Management', 'Defect Management', 'Machine Learning', 'Unit Testing', 'C++', 'GIT', 'Data Structures', 'Python']","['Jawaharlal Nehru Technological University (JNTU)', 'Manipal University']","['B.Tech', 'M.Tech']","['2017', '2019']","['Telecommunication', 'Electrical']",['BOSE'],['Jan 2019'],['Aug 2019'],"[['Machine Learning', 'Data Structures']]",['Product Engineer Intern'],"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",HR Officer,True,True,mixed,252
"Fresher having knowledge in machine learning and natural language processing. Looking to join a role where I can learn from an well informed environment, experiment and produce promising results and work with different kinds of data.","['Data Analyst', 'Machine Learning', 'Data Mining', 'Data Science', 'Natural Language Processing', 'Data Visualization', 'Data Analysis']","['Sai Charan Singh University, Ludhiana', 'Sai Charan Singh University, Ludhiana']","['B.Tech', 'M.Tech']","['2017', '2019']","['Bio-Tech', 'Data Science']",['Telco'],['May 2018'],['Dec 2018'],"[['Data Handling', 'Insights and Reports']]",['Trainee Intern'],"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",Head of Internal Control & Compliance (ICC) - SEVP/DMD,True,True,mixed,253
"Data Analyst, interested in Machine Learning application development. As a data analyst, I have extensive experience with data preprocessing and pipeline building and I would like to venture further into this domain to learn more about it.","['Data Analyst', 'Data Analytics', 'Data Analysis', 'Time Series Analysis', 'Business Analytics', 'Predictive Modeling', 'Regression Analysis', 'Image Processing', 'Data Visualization', 'Linear Regression', 'Statistical Analysis', 'Requirement Analysis', 'SQL', 'Tableau', 'Python']",['Sikkim Manipal university'],['BSc'],['2019'],['Information Technology'],['Sanrachna SGT University'],['Jun 2019'],['Jun 2020'],"[['Data Analysis', 'EDA', 'modelling', 'RShiny', 'text classifier']]",['Deputy Data Analyst'],"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




",Site Engineer,True,True,mixed,254
,"['Training program implementation', 'Project management', 'Drilling engineering', 'Building commissioning experience', 'A highly motivated and energetic personality.', 'Ability to take initiative and exhibit flexibility.', 'Excellent customer service skills.', 'Leadership Development Program', 'Hands On Training: Electrical, Pluming, Painting, Full Finish, Wall Paper', 'Management Training, Team Builder, Outlook Training, Excel Training, Hotsos Training, Stratton Warren ""MMS""', 'Interpersonal communication skills', 'Demonstrated organizational/planning skills', 'Adaptability', 'Ability to translate technical specifications', 'Have interpersonal skills to deal effectively with all business contacts.']",['El Dorado High School'],['High School Diploma'],['N/A'],['N/A'],"['Company Name', 'Company Name', 'Company Name']","['11/2014', '06/2005', '09/2001']","['Current', '05/2014', '05/2005']","[None, None, None]","['Engineering Supervisor', 'Engineering Assistance Supervisor', 'Sky Cap']","Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support",Data Science Engineer,True,True,mixed,255
,"['API', 'ATL', 'audio', 'backup', 'broadcast', 'C++', 'CLI', 'Hardware', 'concept', 'content management', 'Content', 'client', 'clients', 'documentation', 'dynamic HTML5', 'editing', 'XML', 'FTP', 'functional', 'drawing', 'HTTP', 'IDs', 'explorer', 'JavaScript', 'json', 'LAN', 'MB', 'access', 'C#', 'MFC', 'Win', 'Windows', '2000', 'NAS', 'OOP', 'page', 'Proxy', 'rendering', 'SAN', 'Scrum', 'servers', 'specification', 'team management', 'threads', 'troubleshoot', 'Video', 'Video Editing', 'Visual C++']","['Illinois Institute of Technology', 'National Institute of Technology']","['M.S', 'B.E']","['N/A', 'N/A']","['Computer Science', 'Electronics and Communication Engineering']","['Company Name', 'Company Name', 'Company Name', 'Company Name']","['09/2009', '11/2005', '08/1997', '08/1994']","['Current', '08/2009', '10/2005', '07/1997']","[['Visual C++', 'Windows', 'OOP', 'STL', 'WinAPI', 'MFC', 'threads', 'ATL', 'IPC', 'FTP', 'TCP', 'HTTP', 'XML', 'JSON', 'services', 'web services', 'REST API', 'SOA', 'media formats and standards', 'codec SDK', 'MPEG-DASH', 'API design and documentation'], [], ['C++', 'Win32', 'threads', 'codec SDK', 'driver SDK', 'MFC'], []]","['Software Engineering Manager', 'Software Engineering Manager', 'Principal Software Engineer', 'Software Engineer']","Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",Executive/ Sr. Executive -IT,True,True,mixed,256
,"['Periodic financial reporting expert', 'General ledger accounting skills', 'Invoice coding familiarity', 'Strong communication skills', 'Complex problem solving', 'Account reconciliation expert', 'Organization', 'Time Management', 'Adaptability', 'Communication']","['University of Greenwich', 'Oshwal College']","['Bachelor of Arts', 'Association of Business Executive']","['2014', '2013']","['Business Studies', 'Business']",['Shantilal Gala & Company'],['July 2012'],['October 2015'],"[['Account management', 'Bank reconciliations', 'Financial reporting', 'Excel financial recording', 'Auditing', 'Payroll processing']]",['Accountant'],"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",HR Officer,True,True,mixed,257
,"['advertising', 'architect', 'asset management', 'auditing', 'Budgeting', 'budgets', 'budget', 'business case', 'closing', 'Cognos', 'client', 'customer service', 'Financials', 'Financial', 'financial analysis', 'financial modeling', 'leadership', 'Leadership skills', 'marketing', 'Excel', 'Microsoft Office', 'negotiations', 'office management', 'Oracle Financials', 'PeopleSoft', 'executive presentations', 'processes', 'coding', 'progress', 'Real Estate', 'reporting', 'SAP', 'strategic', 'strategic marketing', 'telecom']","['University of Phoenix', 'Hampton University']","['Masters of Business Administration', 'Bachelor of Science']","['N/A', 'N/A']","['N/A', 'Finance']","['Company Name', 'Company Name']","['January 2012', 'January 2000']","['Current', 'January 2012']","[['marketing', 'advertising', 'effective communication', 'customer service', 'referrals', 'client reviews'], ['financial modeling', 'executive presentations', 'financial analysis', 'vendor evaluations', 'strategic plan']]","['Manager / New York State Licensed Real Estate Salesperson', 'Finance Manager']","Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",Machine Learning (ML) Engineer,True,True,mixed,258
,"['Agile coach', 'Product owner', 'Team lead', 'Scrum master', 'Web application development', 'UI design', 'Relational database design', 'ASP', 'C#', 'VB.NET', 'SOAP', 'REST', 'JQuery', 'Bootstrap', 'CSS', 'HTML5', 'MSSQL', 'MYSQL', 'DTS', 'SSIS', 'SSRS', 'IIS 5', 'IIS 6', 'Agile', 'Scrum', 'Kanban', 'Objective C', 'PHP', 'Perl']","['Milwaukee Area Technical College', 'MRA']","['Associate of Science', 'Principles of Management']","['2015', '2011']","['Software Engineering', 'N/A']","['Company Name', 'Company Name', 'Company Name', 'Company Name']","['Mar 2011', 'Nov 2008', 'Nov 2006', 'Dec 2005']","['Current', 'Apr 2011', 'Dec 2008', 'Dec 2006']","[['Agile', 'Scrum', 'Technical architecture', 'Mentoring'], ['Web development', 'Agile principles', 'Mentoring'], ['Web development'], ['Maintenance', 'Tier 2 support']]","['Engineering Team Lead', 'Software Engineer', 'Web Developer', 'Jr. Software Engineer']","Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits",Civil Engineer,True,True,mixed,259
"Proficient Entry Level Electrical Engineer with excellent technical, analytical and communication skills. Willing to relocate anywhere in the US.","['Testing', 'Troubleshooting', 'Embedded Hardware & Software', 'Microprocessors', 'Computer systems', 'Hardware & Software design', 'Digital signal processing', 'Analog and Digital Filter design', 'Reading Circuit Schematics', 'Circuit Design and Analysis', 'Digital logic', 'Soldering', 'Project management', 'Electronics', 'Low and High voltage devices', 'Low voltage power consumption', 'Power Systems Analysis', 'Active Noise Cancelling (ANC)', 'Research and Development', 'Solar PV systems Design', 'NationalElectric Code (NEC)', 'Engineering Ethics', 'Failure Analysis', 'Logistics', 'Oscilloscope', 'Logic analyzer', 'Multimeters', 'MS Visual Studio', 'MS Office', 'MAC OS', 'Matlab', 'Simulink', 'Mathcad', 'Verilog', 'Orcad', 'PSPICE', 'SolidWorks', 'AutoCAD', 'Inventor', 'PowerWorld', 'ETAP', 'HelioScope', 'C++', 'C#', 'C languages']","['Oklahoma Christian University', 'Oklahoma Christian University']","['Master of Science', 'Bachelor of Science']","['August 2015', 'April 2014']","['Engineering Electrical Engineering', 'Electrical Engineering']","['Company Name', 'Company Name', 'Company Name']","['July 2015', 'October 2014', 'September 2014']","[None, None, 'August 2015']","[['Active Noise Control (ANC)', '3-D Noise Mapping', 'Passive Noise Control'], ['PowerWorld', 'ETAP', 'Three-Phase Power Systems circuit analysis', 'cost analysis'], ['AutoCAD Drafting', 'SPCC plans', 'data entry', 'communication', 'leadership']]","['N/A', 'N/A', 'Engineering Intern']","Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",Marketing Officer,True,True,mixed,260
"Innovative programmer with analytical problem-solving skills and 2-year IT internship experience. Demonstrated proficiency in diverse computer programs, including SMS/SQL, Ethernet, VPN, SSH, VoIP, HTML, PHP, ASP, and XML. Looking to design technical initiatives and automate solutions for organizational efficiency, productivity, and profitability.","['So ware Development', 'Information Technology', 'Complex Problem Solving', 'Analytical Thinking']",['Brown University'],['Bachelor of Science'],['2020'],"['Computer Science, Cybersecurity']","['Security Benefit', 'Textron Inc.']","['Nov 2019', 'Dec 2018']","['May 2020', 'Jun 2019']","[['So ware Development', 'Information Technology', 'Complex Problem Solving', 'Analytical Thinking'], ['So ware Development', 'Information Technology', 'Complex Problem Solving', 'Analytical Thinking']]","['Information Technology Support', 'Information Technology Intern']","iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",Senior iOS Engineer,True,True,mixed,261
To secure a position that will allow me to exercise skills obtained through education and prior work experiences.,"['Quality Assurance', 'Testing', 'Access', 'Qa', 'Cases', 'Database', 'Regression Testing', 'Visual Basic', 'Client/server', 'Clients', 'Integration', 'Integration Testing', 'Integrator', 'Lotus Notes', 'Microsoft Windows', 'Ms Access', 'Ms Visual Basic', 'Printing', 'Software Quality Assurance', 'Windows 95', 'Electrical Engineering', 'Documentation', 'Network Protocols', 'Oracle', 'Proposals', 'Sql', 'Unix', 'Qa Test', 'Test Plan', 'Test Cases', 'Application Analysis', 'Application Support', 'Automated Test Scripts', 'Basis', 'Billing', 'Business Process Management', 'C++', 'Contracts', 'Dispatching', 'Issues Management', 'Logistics', 'Maintenance', 'Maintenance Repair', 'Planning Modules', 'Process Management', 'Qa Testing', 'Scheduling', 'Staff Training', 'Strategic Planning', 'Systems Support', 'Telephony', 'Test Scripts', 'Training', 'Graphical User Interface', 'Gui', 'Wireless', 'Black Box', 'Usability', 'Adt', 'Api', 'Application Development', 'Pocket Pc', 'System Administration', 'Systems Administration', 'Telephones', 'Voice', 'Wap', 'Retail', 'Retail Marketing', 'Team Lead', 'Architecture', 'Database Systems', 'Design Review', 'Engineer', 'Quality Engineer', 'Software Quality Engineer', 'Test Plans', 'White Box', 'White Box Testing', 'Black Box Testing', 'Data Acquisition', 'Databases', 'Db2', 'Dbase', 'Dbase Iv', 'Excellent Verbal And Written Communication Skills', 'Ftp', 'Ieee', 'Internet Explorer', 'Ipx', 'Java', 'Javascript', 'Linux', 'Ms Office', 'Netbeui', 'Netscape', 'Networking', 'New Products', 'Novell', 'Operations', 'Problem Solving', 'Rdbms', 'San', 'Software Development', 'Software Testing', 'Solutions', 'Storage Area Network', 'Structured Software', 'System Integration', 'Tcp', 'Tcp/ip', 'Virtual Machine', 'Visual Test', 'Vm', 'Assurance Analyst', 'Automated Testing', 'Back End', 'Data Integrity', 'Dos', 'Encryption', 'Exchange', 'File', 'Invoice', 'Lan', 'Ms Exchange', 'Ms-dos', 'Progress', 'Security', 'Business Intelligence', 'Collection', 'Data Collection', 'Data Mining', 'Data Warehousing', 'E-business', 'Embedded Systems', 'Html', 'Inspections', 'Inventory', 'Qa Engineering', 'Real Time', 'Real Time Embedded', 'Real Time Embedded Systems', 'Shipping', 'Wireless Data']","['National Education Center', 'Kensington Training Program', 'Technion University']","['Minor', 'Testing Computer Software', 'BS']","['N/A', 'N/A', '1993']","['Management', 'N/A', 'Electrical Engineering']","['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","['March 2001', 'May 2000', 'November 1998', 'February 1998', 'September 1997', 'March 1993']","['July 2001', 'February 2001', 'May 2000', 'November 1998', 'February 1998', 'September 1997']","[['QA', 'Software Quality', 'Testing', 'HTML', 'Embedded Systems', 'Wireless Data Networks'], ['QA', 'Software Quality', 'Software Analysis', 'UNIX', 'Oracle', 'SQL', 'Network Protocols'], ['QA', 'Customer Care', 'Service Applications', 'UNIX', 'Oracle', 'SQL', 'C++'], ['QA', 'Distributed Systems', 'Windows NT'], ['QA', 'Electronic Invoice Presentment', 'Windows NT', 'Visual Basic', 'Access'], ['QA', 'Day-Timer Organizer', 'Windows 95', 'MS Access', 'MS Visual Basic']]","['QA Engineering Team Lead', 'Quality Assurance Engineering Manager', 'QA Lead for Customer Care/Service Applications', 'Mail - Software Quality Engineer II', 'Senior Quality Assurance Analyst', 'Software Quality Assurance']","Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",True,True,mixed,262
"With solid JavaScript and Visual Studio Code knowledge, I'm seeking a web developer position at Enfield Technologies. Looking to apply these skills to enhance the company's digital presence and assist in developing state-of-the-art web applications.","['JavaScript', 'Visual Studio Code', 'Git', 'TensorFlow', 'Selenium (automated testing)', 'Docker']","['Dartmouth College', 'Dartmouth College']","['M.S.', 'B.S.']","['2023', '2021']","['Computer Science', 'Computer Science']","['Mascoma Bank', 'Hypertherm']","['November 2022', 'September 2021']","['current', 'September 2022']","[['Visual Studio Code', 'JavaScript', 'Selenium'], []]","['Technical Support', 'Office Assistant']","Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance",Mechanical Engineer,True,True,mixed,263
,"['Leadership Development', 'Project Management', 'Budgeting', 'Employee Management', 'Operations Management', 'Business Management', 'Inventory Management', 'Risk Management', 'Staff Development']","['Texas Tech University', 'Texas Tech University', 'Denison High School']","['Masters of Public Administration', 'B.A. General Studies', 'High School Diploma']","['2004-12-18', '2001-12-15', '1994-05-15']","['Budget and Public Finance', 'Business Management', 'N/A']","['Company Name', 'Company Name', 'Company Name']","['Jan 2015', 'May 2006', 'May 1999']","['Current', 'Dec 2014', 'May 2006']","[['Project Management', 'Employee Management'], ['Employee Management', 'Team Building'], ['Marketing', 'Financial Management']]","['Business Development Manager', 'Athletic Coordinator', 'Patient Relations Supervisor']","Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",Intern (Generative AI Engineering - 2D/3D Image Generation),True,True,mixed,264
,"['Adobe Captivate', 'Blackboard', 'Business Objects', 'Clarity', 'Cerner', 'DOORS', 'eCHIMP', 'Eclipsys', 'EHRs', 'EPIC', 'HBOC', 'MACESS', 'IDX', 'I-MAX', 'FACET', 'HEAT', 'SQL Server 2005', 'Cognos', 'ER/Studio', 'Mini-tab', 'Oracle', 'SAS', 'SharePoint Foundation 2007/2010', 'SPSS', 'pcAnywhere', 'Excel', 'Word', 'One Note', 'Outlook', 'Power Point', 'Project', 'SharePoint', 'Visio']","['NOVA SOUTHEASTERN UNIVERSITY', 'BRENAU UNIVERSITY', 'NORFOLK STATE UNIVERSITY', 'TIDEWATER COMMUNITY COLLEGE']","['Masters of Business Administration', 'Attending', 'Bachelor of Science', 'Associate of Science']","['2011', 'N/A', '2008', '2002']","['Project Management', 'Project Management', 'Management Information Systems', 'Business Administration']","['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","['08/2015', '04/2015', '04/2014', '12/2012', '08/2009', '01/2009', '08/1996']","[None, '08/2015', '04/2015', '04/2014', '02/2011', '08/2009', '01/2009']","[None, None, None, None, None, None, None]","['Manager Engineering Manufacturing Systems Engineering Manager', 'Manager Engineering Process Initiatives Manager', 'Manager Engineering Process Manager', 'Business Process Analyst', 'Applications Specialist', 'Business Systems Analyst', 'Information Architect']","Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting",Database Administrator (DBA),True,True,mixed,265
